product_id|app_name|tags|n_reviews
463180|Super Blue Fighter|[Action, Casual, Indie, Pixel Graphics]|11.0
373720|Ryzom|[Crafting, Fantasy, Free to Play, Indie, MMORPG, Massively Multiplayer, Open World, RPG, Sandbox]|289.0
281990|Stellaris|[4X, Adventure, Atmospheric, Building, Exploration, Grand Strategy, Great Soundtrack, Moddable, Multiplayer, Open World, RTS, Real-Time with Pause, Replay Value, Sandbox, Sci-fi, Simulation, Singleplayer, Space, Story Rich, Strategy]|25966.0
466110|Shaolin vs Wutang|[2D Fighter, Action, Casual, Early Access, Fighting, Indie, Martial Arts]|462.0
428110|Save Halloween: City of Witches|[Adventure, Casual, Match 3]|10.0
468490|Neon Space|[Action, Adventure, Casual, Great Soundtrack, Indie, Strategy]|246.0
447000|Grimsfield|[Adventure, Indie, Point & Click]|19.0
473510|Gal-X-E|[Action, Adventure, Casual, Indie, Shoot 'Em Up]|32.0
467210|Evo Explores|[Casual, Indie, Puzzle]|135.0
366000|Rogue System|[Early Access, Simulation, Space, Space Sim]|113.0
473560|Cosmic Dust & Rust|[Action, Casual, Difficult, Indie, Pixel Graphics, Strategy, Tower Defense]|149.0
469890|Space Codex|[Arcade, Bullet Hell, Casual, Retro, Shoot 'Em Up]|88.0
467910|EPΘCH|[Action, Adventure, Great Soundtrack, Indie, Metroidvania, Pixel Graphics, RPG]|29.0
448310|Bitardia Cards: Memes of 2ch|[Card Game, Casual, Free to Play, Memes, Strategy]|179.0
449250|A Little Lily Princess|[Anime, Based On A Novel, Cute, Dating Sim, Female Protagonist, Indie, Multiple Endings, Romance, Simulation, Singleplayer, Story Rich, Visual Novel]|152.0
465360|Uprising: Join or Die|[Action, Classic, Strategy]|38.0
467330|Just a Cleric|[Action, Difficult, Indie, Pixel Graphics, RPG]|23.0
463930|The Dweller|[Casual, Indie, Puzzle, Simulation, Strategy]|232.0
438680|One Troll Army|[Action, Casual, Fantasy, Free to Play, Indie, Multiplayer, Singleplayer, Strategy, Tower Defense]|1067.0
435460|NotCoD™|[Action, Casual, Comedy, Funny, Indie, Memes, Parody, Satire, Zombies]|45.0
461680|FPV Air Tracks|[Difficult, Free to Play, Indie, Racing, Simulation]|139.0
413830|Overdosed - A Trip To Hell|[Action, Adventure, Arena Shooter, Indie, Rogue-like, Rogue-lite, Top-Down, Top-Down Shooter]|12.0
367340|FleetCOMM|[Action, Great Soundtrack, Indie, Sci-fi, Shoot 'Em Up, Shooter, Space, Strategy, Tactical, Top-Down Shooter]|24.0
364360|Total War: WARHAMMER|[4X, Action, Atmospheric, Co-op, Dark Fantasy, Fantasy, Games Workshop, Gore, Grand Strategy, Multiplayer, Open World, RPG, RTS, Singleplayer, Story Rich, Strategy, Tactical, Turn-Based, Turn-Based Strategy, War]|22111.0
461210|Riding Out|[Early Access, Horses, Massively Multiplayer, RPG, Racing, Simulation]|72.0
450670|Table Top Racing: World Tour|[Action, Arcade, Indie, Multiplayer, Racing, Singleplayer]|219.0
366280|TWINKLE STAR SPRITES|[1990's, Action, Anime, Arcade, Cute, Female Protagonist, Shoot 'Em Up]|62.0
466780|Prehistoric Tales|[Adventure, Casual, Dinosaurs, Strategy]|28.0
357030|Excubitor|[Action, Sci-fi, Shoot 'Em Up, Strategy, Tower Defense]|11.0
444830|Concrete and Steel|[Early Access, Indie, Sandbox, Simulation]|11.0
463150|BARRIER X|[2D, Action, Adventure, Arcade, Casual, Character Customization, Colorful, Difficult, Family Friendly, Funny, Great Soundtrack, Indie, Level Editor, Multiplayer, Music, Platformer, Rhythm, Side Scroller, Singleplayer, Strategy]|643.0
468560|Blind Trust|[Adventure, Co-op, First-Person, Free to Play, Horror, Indie, Local Co-Op, Multiplayer, Open World, Puzzle, Singleplayer, Survival]|1309.0
461690|Iron Impact|[Action, Casual, Simulation, Strategy, Tanks, Top-Down Shooter]|70.0
444590|Shrouded in Sanity|[Action, Adventure, Difficult, Indie, Lovecraftian, Pixel Graphics, Psychological Horror, RPG]|211.0
485950|Rise of the Ancients|[Indie, Strategy, Tower Defense]|178.0
459440|Tower!3D|[Simulation]|78.0
310370|The Way of Life Free Edition|[Action, Adventure, Atmospheric, Family Friendly, First-Person, Free to Play, Funny, Great Soundtrack, Illuminati, Indie, Multiplayer, Open World, Short, Simulation, Singleplayer, Story Rich, Strategy, Survival, VR, Walking Simulator]|7154.0
485800|Runeous: Part One|[Adventure, Casual, Indie, Simulation, Steampunk, Story Rich, Visual Novel]|82.0
423620|HERO DEFENSE|[Action, Co-op, Indie, Multiplayer, RPG, Strategy, Tower Defense]|312.0
405500|Dangerous Golf|[Action, Destruction, Golf, Indie, Sports]|103.0
464470|BloodGate|[Action, Adventure, Early Access, Indie, Match 3, Puzzle, RPG]|301.0
453300|A Healer Only Lives Twice|[Atmospheric, Cartoony, Casual, Controller, Cute, Dungeon Crawler, Fantasy, Great Soundtrack, Indie, Linear, Medieval, Perma Death, RPG, Real-Time, Simulation, Singleplayer, Strategy, Survival, Tactical, Top-Down]|81.0
470590|moto RKD dash|[Casual, Indie, Racing, Simulation]|34.0
459160|Allods Online My.com|[Free to Play, MMORPG, Massively Multiplayer, RPG]|259.0
451000|Ember Kaboom|[2D, Action, Indie, Platformer]|12.0
467390|Approaching Blocks|[Casual, Indie, Singleplayer]|184.0
485490|Dungeon Journey|[Action, Adventure, Casual, Dungeon Crawler, Indie, RPG, Rogue-like, Simulation, Singleplayer]|140.0
466840|Super Space Pug|[Action, Casual, Indie]|143.0
396680|Sol Trader|[Indie, Procedural Generation, RPG, Simulation, Space, Strategy RPG]|38.0
391820|Evolution|[Indie, Simulation]|41.0
394360|Hearts of Iron IV|[Action, Alternate History, Casual, Co-op, Diplomacy, Grand Strategy, Great Soundtrack, Historical, Military, Multiplayer, Open World, RTS, Real-Time with Pause, Sandbox, Simulation, Singleplayer, Strategy, Tactical, War, World War II]|19906.0
485870|Super Duper Party Pooper|[Casual, Comedy, Indie, Memes, Nudity, Rhythm, Simulation, Strategy]|227.0
409890|Stranger of Sword City / 剣の街の異邦人 ～黒の宮殿～|[Anime, Character Customization, Difficult, Dungeon Crawler, First-Person, Grid-Based Movement, JRPG, Party-Based RPG, RPG, Turn-Based]|279.0
487580|Ludo Supremo|[Board Game, Casual]|12.0
416450|Emporea: Realms of War and Magic|[Free to Play, Indie, Massively Multiplayer, Multiplayer, RPG, Strategy]|382.0
466730|King's Guard TD|[Cartoon, Cartoony, Casual, Indie, Strategy, Tower Defense]|81.0
449320|Dino Eggs: Rebirth|[1980s, Action, Alternate History, Casual, Classic, Co-op, Competitive, Dinosaurs, Indie, Local Multiplayer, Pixel Graphics, Platformer, Puzzle, Puzzle-Platformer, Retro, Strategy]|13.0
456780|DUCATI - 90th Anniversary|[Racing, Simulation, Sports]|72.0
384500|Zombie Party|[2D, Action, Adventure, Bullet Hell, Difficult, Dungeon Crawler, GameMaker, Illuminati, Indie, Local Multiplayer, Multiplayer, Pixel Graphics, RPG, Rogue-like, Rogue-lite, Twin Stick Shooter, Zombies]|290.0
438920|Legends of Callasia|[Fantasy, Multiplayer, Strategy, Turn-Based, Turn-Based Strategy, Wargame]|247.0
291010|The Hat Man: Shadow Ward|[Action, Adventure, Anime, Atmospheric, Casual, Difficult, FPS, Female Protagonist, First-Person, Gore, Horror, Indie, Open World, Psychological Horror, Shooter, Singleplayer, Survival, Survival Horror, Third Person, Walking Simulator]|2944.0
476410|One Small Fire At A Time|[Adventure, Anime, Casual, Indie, Visual Novel]|30.0
364420|Roguelands|[2D, Action, Adventure, Co-op, Crafting, Difficult, Great Soundtrack, Indie, Multiplayer, Perma Death, Pixel Graphics, Platformer, RPG, Retro, Rogue-like, Rogue-lite, Sandbox, Side Scroller, Singleplayer, Survival]|2335.0
481870|Mini Thief|[Atmospheric, Casual, Classic, Co-op, Comedy, Crime, Difficult, Early Access, Family Friendly, Funny, Indie, Multiplayer, Pixel Graphics, Replay Value, Retro, Rogue-lite, Sandbox, Simulation, Stealth, Strategy]|227.0
277700|On Rusty Trails|[Indie, Platformer]|85.0
432310|Virtual Pool 4 Multiplayer|[Sports]|42.0
301930|War of the Human Tanks - Limited Operations|[Adventure, Anime, Cute, Indie, Strategy, Visual Novel]|13.0
482890|Fantasy Kingdom Simulator|[Abstract, Casual, Grand Strategy, Indie, Management, Simulation, Strategy, Strategy RPG, Turn-Based Strategy]|28.0
459540|Cherry Tree High Girls' Fight|[Anime, Female Protagonist, Indie, Simulation, Sports]|45.0
435480|Trials of the Blood Dragon|[1980s, Anime, Great Soundtrack, Platformer, Racing, Retro]|113.0
488280|Gun Done|[Casual, Indie, Pixel Graphics, Western]|459.0
490860|DashBored|[Adventure, Atmospheric, Funny, Indie, Pixel Graphics, RPG, RPGMaker]|27.0
491510|Vanilla Bagel: The Roguelike|[2D, Adventure, Indie, RPG, Rogue-like]|27.0
471380|Urban Pirate|[2D, Action RPG, Adventure, Crime, Indie, Pixel Graphics, RPG, Simulation, Strategy, Turn-Based, Turn-Based Strategy]|18.0
485410|Alien Run|[Action, Adventure, Casual]|60.0
488470|Hero Siege - Shaman (Class)|[Action, Adventure, Indie, Massively Multiplayer, RPG]|30.0
376240|Hadean Lands|[Adventure, Choose Your Own Adventure, Indie, Interactive Fiction, Puzzle, Story Rich, Text-Based]|17.0
314710|Mighty No. 9|[2.5D, 2D, Action, Anime, Casual, Classic, Co-op, Comedy, Difficult, Great Soundtrack, Indie, Kickstarter, Multiplayer, Nudity, Platformer, Retro, Robots, Sci-fi, Side Scroller, Singleplayer]|1336.0
452970|Asemblance|[Adventure, Great Soundtrack, Indie, Psychological Horror, Thriller, Walking Simulator]|87.0
436270|Civil War: 1863|[America, Strategy, Turn-Based, Turn-Based Strategy, Wargame]|18.0
472060|Ortus Regni|[Card Game, Competitive, Free to Play, Indie, Medieval, Strategy]|126.0
391310|Alien Attack: In Space|[Action, Adventure, Arcade, Casual, Difficult, Indie, Pixel Graphics, Shoot 'Em Up, Simulation]|110.0
460940|Father´s Island|[Adventure, Comedy, Dark Comedy, Horror, Indie, Psychological Horror]|22.0
467780|simian.interface++|[Casual, Indie, Puzzle]|23.0
438640|LEGO® STAR WARS™: The Force Awakens|[Action, Adventure, Co-op, Comedy, Family Friendly, Fantasy, Female Protagonist, Funny, LEGO, Local Co-Op, Multiplayer, Open World, Puzzle, Sci-fi, Singleplayer, Space, Star Wars, Story Rich, Survival, Third Person]|1123.0
370840|Rugby Challenge 3|[Sports]|58.0
490950|Frost|[Card Game, Indie, Strategy, Turn-Based]|59.0
491260|Take Thy Throne|[Action, Adventure, Casual, Indie, Massively Multiplayer, Pixel Graphics, PvP, Strategy]|98.0
380660|Killing Time at Lightspeed: Enhanced Edition|[Adventure, Indie]|55.0
493810|Jonah's Path|[Free to Play, Indie, VR]|57.0
497150|DJ Streamer|[Audio Production, Utilities]|18.0
425070|Asteroids Minesweeper|[Casual, Indie, Puzzle]|39.0
378090|Rebel Wings|[Action, Casual, Indie]|14.0
314010|Boid|[Action, Casual, Free to Play, Indie, Multiplayer, RTS, Strategy]|647.0
486150|Radical Spectrum: Volume 1|[Action]|29.0
460700|Song of the Deep|[2D, Action, Adventure, Female Protagonist, Great Soundtrack, Metroidvania, Platformer, Puzzle, Underwater]|313.0
496890|Replica|[Adventure, Dystopian, Hacking, Horror, Indie, Mystery, Pixel Graphics, Political, Psychological Horror, Puzzle, Singleplayer, Story Rich]|2189.0
368680|Super Mutant Alien Assault|[2D, Action, Indie, Local Co-Op, Pixel Graphics, Platformer, Rogue-like]|39.0
500190|Firefight|[Strategy, World War II]|39.0
497270|MIGHT|[Action, Early Access, Indie, MOBA, Massively Multiplayer]|21.0
499440|klocki|[Casual, Great Soundtrack, Indie, Minimalist, Puzzle, Relaxing, Short, Singleplayer]|3110.0
461720|Tank Blast|[Action, Casual, Early Access, Indie, Tanks]|185.0
491000|Gravity Cat|[2D, Cute, Difficult, Indie, Platformer, Puzzle, Puzzle-Platformer, Singleplayer]|258.0
492430|Alteric|[2D, Adventure, Arcade, Atmospheric, Casual, Indie, Minimalist, Platformer, Puzzle, Singleplayer, Story Rich]|73.0
444620|SpellKnights|[Action, Arena Shooter, Competitive, Early Access, Free to Play, Multiplayer]|72.0
486480|Tales of Destruction|[Action, FPS, Indie]|16.0
374050|Infinium Strike|[Action, Casual, Indie, Space, Strategy, Tower Defense]|35.0
465170|Crime Secrets: Crimson Lily|[2D, Adventure, Atmospheric, Casual, Detective, Family Friendly, Fantasy, Female Protagonist, Great Soundtrack, Hidden Object, Horror, Indie, Mystery, Point & Click, Puzzle, Singleplayer, Story Rich]|71.0
362380|Push Me Pull You|[Action, Indie, Local Multiplayer, Psychological Horror, Sports]|17.0
502550|Strike.is: The Game|[2D, Action, Free to Play, Massively Multiplayer, Multiplayer, Shooter, Strategy]|1387.0
455960|Domain Defense|[4 Player Local, Casual, Co-op, Controller, Indie, Local Co-Op, Local Multiplayer, Split Screen, Strategy, Tower Defense]|21.0
450250|Aegis of Earth: Protonovus Assault|[Anime, Strategy, Tower Defense]|26.0
500590|Puppy Dog: Jigsaw Puzzles|[Casual, Puzzle]|16.0
501430|Blue Solar: Chaos War|[Adventure, Indie, Strategy]|118.0
499330|Lord Mayor|[Casual, Indie, Strategy]|10.0
376520|Kelvin and the Infamous Machine|[2D, Adventure, Cartoony, Classic, Comedy, Crowdfunded, Funny, Great Soundtrack, Hand-drawn, Indie, Point & Click, Puzzle, Singleplayer, Story Rich, Time Travel]|231.0
318090|DICETINY: The Lord of the Dice|[Board Game, Card Game, Casual, Comedy, Fantasy, Funny, Indie, Magic, Memes, Parody, RPG, Strategy, Trading Card Game, Turn-Based, Turn-Based Strategy]|167.0
501740|Dropship Down|[Action, Casual, Early Access, Massively Multiplayer]|14.0
501030|Extravaganza Rising|[Adventure, Indie, RPG, RPGMaker, Strategy]|26.0
467900|SWORDY|[4 Player Local, Action, Adventure, Beat 'em up, Casual, Colorful, Comedy, Controller, Early Access, Fighting, Funny, Indie, Local Co-Op, Local Multiplayer, Physics, Sandbox, Singleplayer, Sports, Swordplay, Third Person]|69.0
458970|Intruder Alert: Ixian Operations|[Free to Play, Indie, Strategy]|61.0
409870|Phantom Brave PC / ファントム・ブレイブ PC|[Anime, Female Protagonist, Great Soundtrack, JRPG, Pixel Graphics, RPG, Singleplayer, Strategy RPG, Tactical RPG, Turn-Based, Turn-Based Tactics]|167.0
495890|Montaro|[2D, Action, Adventure, Anime, Atmospheric, Casual, Comedy, Cute, Funny, Great Soundtrack, Indie, Memes, Pixel Graphics, Platformer, Retro, Runner, Side Scroller, Singleplayer, Story Rich, Walking Simulator]|8607.0
340000|Headlander|[Action, Comedy, Funny, Great Soundtrack, Metroidvania, Platformer, Retro, Sci-fi, Side Scroller]|382.0
482330|Legends of the Universe - StarCore|[2D, Action, Indie, Metroidvania, Platformer, Singleplayer]|34.0
487530|Simple Ball: Extended Edition|[Casual, Indie]|23.0
443860|Riptide GP: Renegade|[Action, Arcade, Multiplayer, Racing, Sports]|136.0
495960|The Secret Monster Society|[Adventure, Cartoon, Cartoony, Casual, Comedy, Family Friendly, Fantasy, Funny, Great Soundtrack, Hidden Object, Indie, Point & Click, Puzzle, RPG, Relaxing, Simulation, Singleplayer, Story Rich, Stylized, Zombies]|20.0
449960|Book of Demons|[Action, Action RPG, Action-Adventure, Adventure, Card Game, Casual, Controller, Dark Fantasy, Demons, Dungeon Crawler, Early Access, Fantasy, Hack and Slash, Indie, Isometric, RPG, Singleplayer]|1667.0
474890|Uncrewed|[Action, Base Building, Building, Early Access, Multiplayer, Physics, RTS, Real-Time, Sandbox, Simulation, Singleplayer, Strategy]|44.0
508180|Fly and Destroy|[Action, Adventure, Casual, Indie, Space, Strategy]|76.0
486510|TOKYO WARFARE|[Action, Anime, Funny, Multiplayer, Tanks]|230.0
485970|Cyber Sentinel|[Casual, Education, Indie, Programming, Puzzle, Simulation, Singleplayer, Touch-Friendly]|17.0
485920|Neon Warp|[2D, Action, Arcade, Atmospheric, Casual, Funny, Indie, Minimalist, Puzzle, Singleplayer, Stylized]|17.0
487330|Totally Unbalanced|[Action, Action-Adventure, Adventure, Arcade, Atmospheric, Casual, Character Customization, Fantasy, Funny, Great Soundtrack, Indie, Multiplayer, Platformer, Puzzle, Puzzle-Platformer, Racing, Runner, Singleplayer, Stylized]|32.0
448620|Rebirth of Island|[2.5D, Action, Adventure, Atmospheric, Crafting, Difficult, Exploration, Great Soundtrack, Hunting, Indie, Pixel Graphics, Procedural Generation, RPG, Resource Management, Singleplayer, Space, Strategy, Surreal, Survival, Top-Down]|42.0
501190|Axis Football 2016|[Football, Simulation, Sports]|78.0
505760|Whispers|[Action, Adventure, Horror, Indie]|41.0
508840|Broken Armor|[2D, Action, Arcade, Difficult, Indie, Pixel Graphics, Retro, Score Attack, Singleplayer, Top-Down]|16.0
416200|Door To Door|[Adventure, Casual, Dark Comedy, Detective, Indie, Noir, Retro]|12.0
510050|You Have 10 Seconds|[2D, Difficult, Free to Play, Funny, Great Soundtrack, Indie, Pixel Graphics, Platformer, Singleplayer]|1114.0
437920|Tricky Towers|[2D, 4 Player Local, Casual, Great Soundtrack, Indie, Local Multiplayer, Multiplayer, Physics, Puzzle, Singleplayer, Strategy]|1650.0
492340|Pixel Cup Soccer 17|[Action, Casual, Early Access, Football, Indie, Pixel Graphics, Soccer, Sports]|114.0
453990|Mibibli's Quest|[Action, Indie, Platformer, Retro, Surreal]|29.0
492270|The Cat! Porfirio's Adventure|[Action, Adventure, Cute, Family Friendly, Indie]|175.0
495980|Selma and the Wisp|[2.5D, Action, Adventure, Atmospheric, Casual, Dark, Design & Illustration, Dystopian, Female Protagonist, Great Soundtrack, Horror, Indie, Mystery, Platformer, Psychological Horror, Puzzle, Puzzle-Platformer, Short, Singleplayer, Story Rich]|67.0
435010|Krinkle Krusher|[Action, Casual, Strategy]|14.0
509220|Save Jesus|[Anime, Atmospheric, Casual, Cold War, Comedy, Difficult, Family Friendly, Fantasy, Funny, Illuminati, Indie, Memes, Nudity, Physics, Puzzle, Sexual Content, Simulation, Singleplayer, Story Rich, World War II]|1116.0
498570|Extreme Forklifting 2|[Racing, Simulation]|104.0
449530|Grand Pigeon's Duty|[2D, Action, Adventure, Arcade, Casual, Comedy, Dating Sim, Great Soundtrack, Indie, Memes, Pixel Graphics, RPG, Simulation, Story Rich]|356.0
509240|Lethal Brutal Racing|[Action, Racing, Sports]|28.0
390310|Little King's Story|[Cute, Great Soundtrack, RPG, Simulation, Strategy]|128.0
425410|Road to Ballhalla|[Action, Adventure, Dark Humor, Difficult, Indie, Music, Puzzle, Racing, Rhythm]|16.0
508670|Aircraft War X|[Action, Indie, Simulation]|426.0
364230|Lucius Demake|[1980s, 2D, Action, Adventure, Atmospheric, Casual, Dark, Demons, Funny, Gore, Great Soundtrack, Horror, Indie, Nudity, Pixel Graphics, Puzzle, Retro, Singleplayer, Stealth, Villain Protagonist]|147.0
496300|Kingdom: New Lands|[2D, Adventure, Atmospheric, Base Building, Building, Casual, Exploration, Fantasy, Great Soundtrack, Indie, Medieval, Open World, Pixel Graphics, Rogue-like, Side Scroller, Simulation, Singleplayer, Strategy, Survival, Tower Defense]|3380.0
509110|Spikit|[Bullet Hell, Casual, Indie]|171.0
495910|Dungeon Fighter Online|[2D, 2D Fighter, Action, Action RPG, Adventure, Anime, Beat 'em up, Dungeon Crawler, Fighting, Free to Play, Great Soundtrack, Hack and Slash, MMORPG, Massively Multiplayer, Nudity, Online Co-Op, Open World, RPG, Side Scroller, Singleplayer]|1969.0
495110|Enigmatis 3: The Shadow of Karkhala|[2D, Adventure, Atmospheric, Casual, Detective, Family Friendly, Fantasy, Female Protagonist, Great Soundtrack, Hidden Object, Indie, Mystery, Point & Click, Puzzle, Singleplayer, Story Rich]|275.0
475430|Kimulator : Fight for your destiny|[Action, Adventure, Anime, Casual, FMV, FPS, Indie, Memes, Nudity, Strategy, Survival Horror]|272.0
275850|No Man's Sky|[Action, Adventure, Atmospheric, Crafting, Exploration, FPS, First-Person, Illuminati, Indie, Multiplayer, Open World, Procedural Generation, Psychological Horror, Sandbox, Sci-fi, Simulation, Singleplayer, Space, Space Sim, Survival]|82113.0
464620|Siralim 2|[2D, Dungeon Crawler, Fantasy, Indie, Pixel Graphics, Procedural Generation, RPG, Retro, Rogue-like, Rogue-lite, Turn-Based]|383.0
497850|8-Bit Hordes|[Fantasy, Horror, Indie, Multiplayer, Pixel Graphics, RTS, Simulation, Strategy, Voxel]|349.0
485730|Shift|[Anime, Female Protagonist, Indie, Puzzle, Relaxing, Singleplayer, Strategy]|162.0
426790|Grow Up|[3D Platformer, Adventure, Atmospheric, Casual, Colorful, Cute, Exploration, Family Friendly, Indie, Multiplayer, Open World, Robots, Sci-fi, Singleplayer]|834.0
432980|INVERSUS Deluxe|[4 Player Local, Action, Arcade, Co-op, Indie, Local Co-Op, Local Multiplayer, Minimalist, Strategy]|84.0
444880|Death Stair|[4 Player Local, Action, Casual, Colorful, Competitive, Controller, Difficult, Family Friendly, Fast-Paced, Funny, Great Soundtrack, Indie, Local Multiplayer, Multiplayer, Physics, Racing, Singleplayer, Sports]|142.0
328510|Monsters and Monocles|[2D, Action, Bullet Hell, Early Access, Indie, Local Multiplayer, Multiplayer, Pixel Graphics, Rogue-like, Rogue-lite, Shooter]|55.0
405670|Combat Core|[4 Player Local, Action, Anime, Character Customization, Competitive, Early Access, Fighting, Indie, Local Multiplayer, Multiplayer, VR]|34.0
351410|Clean'Em Up|[Action, Arcade, Free to Play, Indie]|39.0
366440|Savage Resurrection|[Action, FPS, First-Person, Free to Play, MOBA, Multiplayer, RPG, RTS, Sci-fi, Strategy]|1396.0
513990|Happy Empire|[Adventure, Casual, Indie, Strategy, Time Management]|24.0
511630|Max, an Autistic Journey|[Gore, Indie, RPG, RPGMaker, Survival Horror]|35.0
443260|Hero Generations: ReGen|[2D, 4X, Crafting, Dungeon Crawler, Grand Strategy, Great Soundtrack, Indie, Kickstarter, Open World, Procedural Generation, RPG, Replay Value, Sandbox, Simulation, Singleplayer, Strategy, Strategy RPG, Survival, Turn-Based, Turn-Based Strategy]|46.0
476460|Picross Touch|[Casual, Free to Play, Indie, Puzzle, Strategy, Touch-Friendly]|545.0
512470|The Pirate: Caribbean Hunt|[6DOF, Action, Adventure, Atmospheric, Choices Matter, Choose Your Own Adventure, Cult Classic, Economy, Exploration, Free to Play, Historical, Indie, Multiplayer, Naval, Open World, Pirates, Sailing, Simulation, Singleplayer, Strategy]|2593.0
378610|Valley|[3D Platformer, Action, Adventure, Atmospheric, Exploration, First-Person, Great Soundtrack, Horror, Indie, Magic, Open World, Parkour, Sci-fi, Short, Singleplayer, Story Rich, Walking Simulator]|2459.0
511140|New York Mysteries: The Lantern of Souls|[Adventure, Casual, Female Protagonist, Hidden Object]|129.0
513360|Mu Cartographer|[Indie, Puzzle, Sandbox]|107.0
512230|Sally's Law|[Casual, Indie, Platformer, Puzzle]|132.0
483950|SMILE GAME BUILDER|[Design & Illustration, Design &amp; Illustration, Game Development, Web Publishing]|98.0
494580|STANDBY|[2D, Action, Adventure, Arcade, Casual, Character Customization, Colorful, Difficult, Family Friendly, Funny, Great Soundtrack, Indie, Level Editor, Multiplayer, Music, Platformer, Racing, Side Scroller, Singleplayer, Strategy]|56.0
504400|Optika|[Adventure, Casual, Indie, Physics, Puzzle]|93.0
491620|Beeftacular|[Action, Casual, Destruction, Difficult, Fast-Paced, Indie, Level Editor, Platformer, Puzzle, Racing, Singleplayer, Sports]|67.0
515690|Warriors of Vilvatikta|[Adventure, Indie, RPG, RPGMaker]|41.0
510250|Super Destronaut|[Action, Adventure, Arcade, Casual, Indie]|28.0
471770|In Case of Emergency, Release Raptor|[Action, Adventure, Dinosaurs, Free to Play, Indie]|57.0
520250|Visitors|[Action, Aliens, Horror, Indie]|26.0
251230|Livelock|[Action, Adventure, Co-op, Indie, Mechs, Robots, Sci-fi, Shooter, Top-Down, Top-Down Shooter, Twin Stick Shooter]|216.0
337490|Four Sided Fantasy|[2D, Adventure, Atmospheric, Controller, Difficult, Great Soundtrack, Indie, Minimalist, Physics, Platformer, Puzzle, Puzzle-Platformer, Singleplayer, Surreal]|131.0
383270|Hue|[2D, Adventure, Colorful, Great Soundtrack, Indie, Metroidvania, Narration, Platformer, Puzzle, Puzzle-Platformer, Singleplayer]|249.0
460560|Blamdown: Udder Fury|[Action, Adventure, Female Protagonist, Indie, Rogue-lite, Twin Stick Shooter]|10.0
520820|Dawn's Light|[Adventure, Indie, RPG, RPGMaker, Strategy]|28.0
497580|Agent Walker: Secret Journey|[2D, Adventure, Atmospheric, Casual, Family Friendly, Fantasy, Female Protagonist, Great Soundtrack, Hidden Object, Horror, Indie, Mystery, Point & Click, Puzzle, Singleplayer, Story Rich]|47.0
378770|ESCHATOS|[Action, Arcade, Bullet Hell, Great Soundtrack, Shoot 'Em Up]|69.0
424590|Farm Expert 2017|[Driving, Indie, Multiplayer, Simulation, Singleplayer]|322.0
425220|One Piece Burning Blood|[Action, Anime, Beat 'em up, Co-op, Fighting, Local Multiplayer, Multiplayer, Pirates, Singleplayer]|1284.0
517910|Sisyphus Reborn|[2D, Adventure, Atmospheric, Free to Play, Indie, Philisophical, Point & Click, Short, Singleplayer]|701.0
350200|Revolution 60|[Adventure, Anime, Casual, Comedy, Conspiracy, Crime, Dystopian, Female Protagonist, Gore, Indie, Memes, Post-apocalyptic, Quick-Time Events, Sci-fi, Sexual Content, Short, Survival Horror, Typing, Villain Protagonist, Walking Simulator]|46.0
514010|Football Mogul 15|[Casual, Simulation, Sports, Strategy]|17.0
507050|DOGOS|[Action, Indie, Shoot 'Em Up, Simulation]|20.0
378800|Police Tactics: Imperio|[Simulation, Strategy]|233.0
433450|INFERNO CLIMBER|[Action, Atmospheric, Cute, Dark Fantasy, Difficult, RPG, Singleplayer, Survival]|51.0
412830|STEINS;GATE|[Adventure, Anime, Atmospheric, Casual, Choices Matter, Dating Sim, Great Soundtrack, Horror, Memes, Multiple Endings, Mystery, Psychological Horror, Romance, Sci-fi, Science, Singleplayer, Story Rich, Thriller, Time Travel, Visual Novel]|4326.0
371200|Halcyon 6: Starbase Commander|[2D, Base Building, Indie, Pixel Graphics, RPG, Simulation, Singleplayer, Space, Strategy, Strategy RPG, Tactical RPG, Turn-Based, Turn-Based Combat, Turn-Based Strategy]|908.0
300630|Pure Chess Grandmaster Edition|[Board Game, Casual, Chess, Indie, Simulation, Sports, Strategy]|87.0
525450|King Oddball|[2D, Action, Arcade, Atmospheric, Casual, Comedy, Cult Classic, Dark, Destruction, Dystopian, Funny, Great Soundtrack, Indie, Lovecraftian, Physics, Puzzle, Replay Value, Sci-fi, Singleplayer, Sports]|24.0
339580|Ember|[Action, Action RPG, Action-Adventure, Adventure, CRPG, Classic, Fantasy, Hack and Slash, Indie, Isometric, Loot, RPG, Singleplayer, Story Rich, Strategy]|490.0
491470|PRINCIPIA: Master of Science|[2D, Atmospheric, Casual, Classic, Early Access, Education, Great Soundtrack, Historical, Indie, Medieval, Mouse only, Point & Click, Retro, Science, Simulation, Singleplayer, Stylized, Tactical, Turn-Based, Turn-Based Strategy]|149.0
468050|The Last Time|[Adventure, Indie, Pixel Graphics, Point & Click]|73.0
444690|TRAPPED|[Action, Adventure, Early Access, Indie, Open World, Survival]|74.0
278100|RIVE: Wreck, Hack, Die, Retry!|[2D, Action, Arcade, Bullet Hell, Difficult, Indie, Platformer, Robots, Shoot 'Em Up, Shooter, Side Scroller, Singleplayer, Twin Stick Shooter]|184.0
527510|The Legions of Rome|[Casual, Indie, Simulation, Strategy]|35.0
487250|Spaera|[Casual, Competitive, Early Access, Indie, Match 3, Puzzle]|11.0
